road,value,avgVhlSpd,mileage_km,vin
O,31893,35.81,3401.05,LFB1E6078KJB04411
O,31890,34.51,2961.65,LFB1E6076KJB06979
O,31886,32.44,3214.09,LFB1E6073KJB03182
O,31881,29.76,3037.03,LFB1E6077KJB08935
O,31850,21.84,4625.72,LFB1E6678KJB04612
O,31849,32.83,21759.92,LFB1E6674KJB06017
G,31799,31.4,2618.71,LFB1E6675KJB02364
O,31763,28.2,14793.74,LFB1E667XKJB04949
O,31742,28.66,2760.87,LFB1E6077KJB03928
O,31717,27.31,5993.69,LFB1E6072KJB06719
O,31698,26.29,2624.33,LFB1E6676KJB07699
O,31698,24.02,2295.53,LFB1E6073KJB06907
O,31652,23.03,1984.99,LFB1E6677KJB04715
O,31608,26.92,2285.07,LFB1E6078KJB06529
O,31597,32.44,2685.82,LFB1E6074KJB04907
O,31567,30.28,2509.22,LFB1E6077KJB02892
O,31565,23.07,1906.12,LFB1E6071KJB07313
O,31552,24.73,2837.98,LFB1E6675KJB05832
O,31550,30.32,2988.29,LFB1E6670KJB04040
O,31547,27.02,2805.8,LFB1E6074KJB07662
O,31508,32.67,2807.34,LFB1E6678KJB08692
O,31500,29.94,3166.03,LFB1E6677KJB05086
S,31483,43.05,3648.65,LFB1E6672KJB04380
O,31462,25.15,2447.06,LFB1E667XKJB03123
O,31449,25.55,2627.64,LFB1E6078KJB04733
O,31428,22.84,1939.98,LFB1E6078KJB05249
O,31386,27.33,5632.83,LFB1E6078KJB07017
O,31344,33.26,2738.13,LFB1E607XKJB04071
G,31335,69.28,6381.25,LFB1E6671KJB05293
O,31326,43.35,3765.1,LFB1E6675KJB02364
O,31302,33.67,2751.65,LFB1E6073KJB04994
O,31298,40.31,3440.09,LFB1E6677KJB06741
O,31230,33.96,4678.02,LFB1E6670KJB05544
O,31214,29.22,2411.52,LFB1E6672KJB03021
O,31210,27.26,2581.07,LFB1E6072KJB04548
O,31206,22.77,1866.46,LFB1E6072KJB04100
O,31179,28.15,2446.8,LFB1E6679KJB07714
O,31162,32.97,2852.13,LFB1E6075KJB06617
O,31128,30.03,2691.42,LFB1E6070KJB04225
O,31086,30.83,2684.86,LFB1E6672KJB05187
O,31081,25.55,2115.03,LFB1E6679KJB03369
O,31060,28.8,2429.39,LFB1E6671KJB03107
O,31039,25.77,4871.05,LFB1E6078KJB04716
O,30983,30.92,2577.82,LFB1E667XKJB02344
O,30977,29.32,2569.7,LFB1E6675KJB08455
O,30958,33.86,2922.73,LFB1E6077KJB06828
O,30944,29.34,2636.27,LFB1E6677KJB04570
O,30915,30.7,2489.02,LFB1E6670KJB05382
O,30872,34.25,2894.27,LFB1E6675KJB05930
O,30837,37.12,3073.95,LFB1E6678KJB02357
O,30837,30.72,2757.1,LFB1E6671KJB05214
O,30823,32.78,3181.89,LFB1E6676KJB07122
G,30783,47.53,4087.07,LFB1E6675KJB06916
O,30783,27.8,3741.54,LFB1E6075KJB04866
O,30752,26.13,8471.45,LFB1E6078KJB02822
O,30744,24.66,2156.43,LFB1E6078KJB03890
O,30744,34.58,8915.08,LFB1E6670KJB04085
O,30715,26.71,2573.92,LFB1E6079KJB07303
O,30714,30.25,14084.19,LFB1E6071KJB04833
S,30703,38.63,3285.23,LFB1E6672KJB03309
G,30698,78.37,6666.53,LFB1E6078KJB02318
O,30689,29.19,2412.84,LFB1E607XKJB02434
O,30671,23.14,2049.4,LFB1E667XKJB03798
O,30667,30.48,3517.49,LFB1E6075KJB04012
O,30665,27.71,12108.47,LFB1E6670KJB05270
O,30639,31.13,4335.09,LFB1E6671KJB10252
O,30633,38.05,3115.1,LFB1E667XKJB02974
O,30612,27.21,2183.91,LFB1E6673KJB03626
G,30598,53.07,4425.18,LFB1E6074KJB01795
O,30595,24.03,2039.82,LFB1E667XKJB02909
O,30585,27.58,8089.1,LFB1E6671KJB03446
O,30566,30.27,4009.1,LFB1E6675KJB02820
O,30545,26.27,2316.46,LFB1E6078KJB04229
O,30493,41.5,4030.85,LFB1E6679KJB05929
S,30480,79.24,7901.91,LFB1E6078KJB04277
O,30472,29.67,2335.79,LFB1E6079KJB04322
O,30462,27.86,2204.24,LFB1E6070KJB05438
O,30453,41.24,3497.27,LFB1E6079KJB07740
O,30422,24.26,2003.83,LFB1E6079KJB03347
O,30412,32.31,18824,LFB1E6078KJB02688
O,30396,25.06,2407.24,LFB1E6670KJB05432
S,30368,52.77,5075.4,LFB1E6679KJB05266
O,30338,31.49,2722.02,LFB1E6678KJB06537
O,30310,28,2325.16,LFB1E6071KJB06257
O,30283,29.27,2535.1,LFB1E6675KJB06544
O,30259,30.5,2415.41,LFB1E6677KJB04875
O,30244,28.93,3881.64,LFB1E6072KJB04565
O,30235,30.6,8474.49,LFB1E667XKJB02943
S,30218,34.02,3444.82,LFB1E6670KJB03048
G,30204,46.45,4137.65,LFB1E6676KJB05032
O,30150,28.17,2874.27,LFB1E6674KJB03814
O,30142,28.78,2407.47,LFB1E6073KJB04459
O,30135,30.55,2987.51,LFB1E6074KJB03563
O,30126,36.13,2827.11,LFB1E6078KJB06532
O,30122,35.74,3199.39,LFB1E6071KJB03312
O,30113,23.98,5482.66,LFB1E6074KJB06690
O,30107,28,2577.61,LFB1E607XKJB07407
O,30088,22.33,2131.57,LFB1E6677KJB04052
G,30086,79.49,8548.78,LFB1E6078KJB06675
G,30079,79.28,8871.77,LFB1E6673KJB05232
O,30069,28.83,2720.74,LFB1E6673KJB04890
O,30047,33.13,3645.64,LFB1E6073KJB06177
O,30009,29.65,2374.4,LFB1E607XKJB07178
O,29976,33.57,3109.48,LFB1E6676KJB05225
O,29973,35.12,2942.28,LFB1E6674KJB08737
O,29947,30.86,2499.29,LFB1E667XKJB07172
O,29894,38.97,3103.9,LFB1E6672KJB06274
O,29885,29.58,2640.99,LFB1E6673KJB06025
O,29869,35.38,3374.44,LFB1E607XKJB05379
O,29844,23.04,2141.83,LFB1E607XKJB06368
O,29831,31.53,4330.69,LFB1E6076KJB05993
S,29827,48.5,4258.44,LFB1E6673KJB05893
O,29821,30.04,2853.71,LFB1E6074KJB04860
O,29795,24.42,3386.43,LFB1E6671KJB06265
O,29792,35.54,2781.95,LFB1E6676KJB03779
O,29759,27.78,2311.71,LFB1E6678KJB05145
O,29742,20.14,2147.79,LFB1E6672KJB06534
O,29728,31.76,2418.79,LFB1E6679KJB04747
O,29695,26.37,2347.02,LFB1E6072KJB02475
O,29690,24.98,2327.87,LFB1E6673KJB06123
O,29671,23.42,2026.2,LFB1E6077KJB06604
O,29642,29.91,2698.79,LFB1E6676KJB02759
O,29637,34.67,14456.52,LFB1E6673KJB03870
O,29593,30.89,2440.07,LFB1E6077KJB02696
O,29583,29.74,2265.84,LFB1E6677KJB02754
G,29523,78.95,6422.39,LFB1E6074KJB04082
O,29519,22.23,2011.25,LFB1E6678KJB05565
O,29496,26.91,4375.47,LFB1E6070KJB04998
O,29494,29.45,2715.36,LFB1E6075KJB06715
O,29478,25.96,2059.31,LFB1E6077KJB06764
O,29435,34.65,2914.03,LFB1E6071KJB07635
O,29433,26.99,2098.82,LFB1E667XKJB03736
O,29420,33.49,2784.51,LFB1E6672KJB04881
O,29395,28.09,2276.68,LFB1E667XKJB09651
O,29394,24.04,1840.15,LFB1E6674KJB04414
O,29369,33.34,7809.63,LFB1E6077KJB08790
O,29366,31.15,2539.55,LFB1E6073KJB05367
O,29359,17.52,1545.2,LFB1E6074KJB06348
O,29337,35.98,2672.22,LFB1E6671KJB04595
O,29307,24.15,2087.35,LFB1E6671KJB06881
O,29296,26.82,2624.27,LFB1E6677KJB05637
O,29294,24.83,6067.77,LFB1E6071KJB05772
O,29286,25.7,3517.89,LFB1E6677KJB03175
O,29270,33.88,2626.95,LFB1E6077KJB04707
O,29263,29.57,3041.24,LFB1E6078KJB03064
O,29258,26.74,2100.02,LFB1E607XKJB06872
O,29258,28.7,2266.98,LFB1E6072KJB08146
O,29257,28.2,2359.58,LFB1E6079KJB07074
O,29253,38.95,3639.3,LFB1E6674KJB06860
O,29221,28.88,2796.38,LFB1E6077KJB07073
O,29201,32.97,2493.3,LFB1E6678KJB06120
O,29192,28.46,2641.5,LFB1E6677KJB06299
O,29136,24.18,5299.72,LFB1E6072KJB06543
O,29126,25.42,19881.5,LFB1E6079KJB04899
O,29125,42.88,3462.6,LFB1E6677KJB06884
O,29119,33.64,4345.32,LFB1E6674KJB02713
O,29087,34.06,3363.57,LFB1E6671KJB03804
O,29082,25.27,2136.06,LFB1E6676KJB11879
O,29064,33.94,2624.92,LFB1E6079KJB04448
O,29062,33.63,2612.08,LFB1E6075KJB06567
O,29060,26.43,10164.35,LFB1E6678KJB07588
G,29058,85.1,6935.85,LFB1E6678KJB06635
O,29053,32.53,3505.19,LFB1E667XKJB04580
S,29046,49.31,4101.86,LFB1E6671KJB02863
O,29041,27.97,3916.55,LFB1E667XKJB08838
O,29025,29.78,2602.18,LFB1E6075KJB05547
O,29022,35.19,2819.33,LFB1E6675KJB09475
O,29008,27.14,3349.35,LFB1E607XKJB07343
O,29005,36.86,11547.01,LFB1E6072KJB03416
O,28999,33.65,2893.01,LFB1E6079KJB04546
O,28964,32.77,2743.68,LFB1E6672KJB09546
O,28946,35.99,3104.95,LFB1E6072KJB03691
O,28924,26.08,2109.6,LFB1E6676KJB06021
O,28905,26.91,2076.89,LFB1E607XKJB04703
O,28896,23.42,22846.41,LFB1E6674KJB03912
O,28871,27.63,2818.45,LFB1E6674KJB03747
O,28839,30.78,4022.98,LFB1E6671KJB05407
O,28827,31.06,2984.93,LFB1E6674KJB03344
O,28801,25.5,8442.72,LFB1E6674KJB05496
O,28784,25.39,2056.73,LFB1E6675KJB05894
O,28763,28.72,2243.68,LFB1E6679KJB05980
O,28758,31.72,2385.54,LFB1E6073KJB05546
G,28755,75.11,5839.43,LFB1E6670KJB03129
O,28731,35.43,2723.71,LFB1E6078KJB07101
O,28719,30.31,2335.86,LFB1E6670KJB02580
O,28694,39.01,3317,LFB1E607XKJB04538
O,28693,31.81,2528.86,LFB1E6075KJB05323
O,28681,27.37,2383.58,LFB1E6070KJB05889
O,28676,23.51,3092.33,LFB1E607XKJB02210
G,28660,71.63,5625.09,LFB1E6072KJB03691
O,28657,26.3,3207.2,LFB1E6675KJB07175
O,28656,31.6,2434.9,LFB1E6074KJB04082
O,28646,30.23,2925.23,LFB1E6072KJB05022
O,28639,34.62,2860.09,LFB1E667XKJB02778
O,28634,26.04,2025.69,LFB1E6076KJB08215
O,28619,37.44,3442.59,LFB1E6075KJB04141
O,28530,28.44,2536.15,LFB1E6679KJB03095
G,28513,91.52,7562.17,LFB1E6077KJB06571
O,28496,31.23,2965.24,LFB1E6676KJB04382
O,28486,32.57,4401.19,LFB1E667XKJB03431
O,28486,31.94,2493.8,LFB1E6075KJB06326
O,28456,25.62,6845.25,LFB1E6074KJB06561
O,28454,32.8,2991.98,LFB1E6075KJB03846
O,28445,39.74,2977.23,LFB1E6075KJB06620
O,28425,34.6,6512.48,LFB1E6672KJB05531
O,28420,21.86,1664.19,LFB1E667XKJB06958
O,28396,26.5,2171.64,LFB1E6679KJB03887
O,28392,37.5,13945.99,LFB1E6072KJB05490
O,28384,25.06,5695.32,LFB1E6675KJB05216
G,28364,85.52,12041.96,LFB1E6674KJB03540
O,28360,33.48,2644.86,LFB1E6673KJB07031
O,28335,32.01,4308.24,LFB1E6678KJB08210
O,28333,26.99,6718.52,LFB1E667XKJB05650
O,28313,33.12,2612.15,LFB1E6670KJB08654
O,28301,25.01,29334.21,LFB1E6675KJB05040
O,28280,25.62,14639.93,LFB1E6677KJB03919
O,28280,29.95,3135.5,LFB1E6078KJB00570
O,28278,34.09,2633.42,LFB1E6673KJB06218
O,28248,36.54,2906.43,LFB1E6678KJB06599
O,28247,35.2,2752.68,LFB1E6676KJB05001
O,28228,40.98,3189.64,LFB1E6672KJB02368
O,28226,35.22,2702.48,LFB1E6076KJB07355
O,28216,33.1,4730.03,LFB1E6673KJB03514
O,28188,29.25,12209.4,LFB1E6674KJB09614
O,28184,26.05,3138.19,LFB1E6078KJB06773
O,28167,30.24,4396.55,LFB1E667XKJB06085
O,28154,38.11,2964.73,LFB1E6675KJB06978
S,28153,26.31,2068.28,LFB1E6076KJB02544
O,28147,30.79,2940.27,LFB1E6073KJB05322
O,28140,22.02,3058.4,LFB1E6071KJB09692
O,28125,25.58,2267.68,LFB1E607XKJB07357
O,28125,26.62,1983.87,LFB1E6673KJB04856
O,28111,40.24,3319.04,LFB1E6073KJB04218
O,28094,30.76,5558.8,LFB1E6072KJB10334
O,28085,29.59,2479.39,LFB1E6679KJB02674
O,28076,31.09,3792.68,LFB1E6676KJB05919
O,28073,28.78,2102.72,LFB1E6073KJB05434
O,28059,23.49,1674.45,LFB1E6677KJB05864
O,28043,34.21,21817.82,LFB1E6672KJB05464
O,28029,28.59,5618.66,LFB1E6074KJB09038
O,27987,30.48,3077.59,LFB1E6672KJB03567
O,27967,27,2003.87,LFB1E6671KJB07013
O,27906,24.68,6350.36,LFB1E6674KJB03960
O,27893,28.38,12199.57,LFB1E6072KJB04467
O,27890,32.61,2459.11,LFB1E6674KJB04025
O,27885,37.51,3064.44,LFB1E6677KJB03144
O,27849,25.19,1798.3,LFB1E6071KJB04637
O,27814,27.15,2041.2,LFB1E6076KJB06206
O,27806,35.1,2683.42,LFB1E667XKJB08824
G,27778,78.19,6583.77,LFB1E6673KJB05148
O,27772,23.13,4452.59,LFB1E6678KJB05422
O,27745,33.59,2810.43,LFB1E6072KJB03898
O,27735,18.45,2135.36,LFB1E667XKJB05311
O,27725,23.27,3657.61,LFB1E6676KJB04706
O,27698,28.59,3009.04,LFB1E6678KJB03721
O,27696,35.33,3369.38,LFB1E667XKJB05700
O,27686,31.46,5038.8,LFB1E6070KJB06850
O,27680,19.46,1648.21,LFB1E6072KJB04730
O,27679,28.72,2238.72,LFB1E6673KJB09670
O,27675,32.15,2510.75,LFB1E6072KJB07014
O,27629,31.09,2301.95,LFB1E667XKJB08693
O,27624,34.02,5519.36,LFB1E667XKJB05910
G,27622,66.42,5094.75,LFB1E6671KJB04399
O,27596,32.52,2368.02,LFB1E6679KJB06580
O,27572,35.06,3850.4,LFB1E6075KJB07301
O,27562,30.73,2389.73,LFB1E6674KJB02159
O,27561,39.06,3005.2,LFB1E667XKJB09049
O,27561,31.99,5478.39,LFB1E6677KJB04309
O,27530,23.84,1785.45,LFB1E6679KJB06921
O,27525,36.12,2940.59,LFB1E6073KJB04316
O,27514,27.13,1894.99,LFB1E6076KJB00583
O,27429,25.14,2166.48,LFB1E6071KJB01799
O,27415,23.97,15439.03,LFB1E6675KJB05507
O,27393,22.71,12796.53,LFB1E6079KJB07964
O,27392,35.12,2838.2,LFB1E6076KJB05623
S,27384,83.15,6281.52,LFB1E6671KJB01809
O,27372,36.31,7080.66,LFB1E6678KJB06389
O,27366,27.78,2096.42,LFB1E6076KJB04729
G,27278,79.64,7906.09,LFB1E6676KJB03393
O,27275,27.41,5445.87,LFB1E6672KJB04203
G,27274,45.43,3430.65,LFB1E6071KJB08087
O,27274,26.74,1968.55,LFB1E6077KJB04030
O,27257,35.57,3245.92,LFB1E6674KJB04476
O,27252,23.15,1806.91,LFB1E6677KJB05718
S,27250,40.19,2958.23,LFB1E6077KJB04030
O,27247,29.45,2484.88,LFB1E6670KJB08220
O,27235,30.12,7018.79,LFB1E6679KJB02917
O,27219,30.61,2447.56,LFB1E6070KJB05567
O,27186,29.58,3377.19,LFB1E6670KJB08864
G,27182,63.8,4723.69,LFB1E6670KJB05382
O,27180,20.62,1506.87,LFB1E6078KJB06207
O,27145,29.63,2514.32,LFB1E6077KJB05808
O,27142,35.09,3493.72,LFB1E6073KJB07944
O,27126,35.5,2849.49,LFB1E6672KJB07294
O,27107,32.08,2378.87,LFB1E6673KJB11743
O,27105,32.99,2677.82,LFB1E6678KJB05646
O,27102,30.02,2588.23,LFB1E6673KJB05375
O,27098,31.77,2461.38,LFB1E6078KJB02318
O,27063,31.98,14051.48,LFB1E6071KJB06937
O,27044,29.92,12067.23,LFB1E6073KJB05580
O,27033,29.92,3583.91,LFB1E6674KJB04297
O,27027,38.95,4043.92,LFB1E6670KJB05205
O,27018,36.92,2672.56,LFB1E6672KJB02208
O,27009,29.82,2145.58,LFB1E6077KJB06277
O,27003,34.61,2522.97,LFB1E6673KJB04212
G,27000,100.7,8005.45,LFB1E6076KJB03676
O,26994,35.46,2534.17,LFB1E6076KJB06772
O,26985,33.1,7580.46,LFB1E6072KJB04758
O,26978,30.12,2652.48,LFB1E6078KJB06188
O,26975,32.84,2387.79,LFB1E6674KJB08981
O,26975,23.36,2114.42,LFB1E6072KJB07630
O,26968,21.79,1579.12,LFB1E6076KJB03693
O,26962,26.95,2207.97,LFB1E6071KJB09501
O,26958,28.94,2148.43,LFB1E667XKJB07530
O,26955,32.33,2308.31,LFB1E6079KJB02750
O,26931,29.41,2546.49,LFB1E667XKJB07110
O,26923,30.23,2493.4,LFB1E6072KJB02945
O,26919,33.05,2439.67,LFB1E6674KJB05921
O,26903,26.72,1934.4,LFB1E6073KJB02257
O,26895,23.15,1674.66,LFB1E6678KJB08031
G,26849,38.12,2854.85,LFB1E6673KJB08325
O,26831,24.15,1904.93,LFB1E6075KJB05936
O,26815,32.09,13626.43,LFB1E6074KJB04373
O,26812,42.12,3024.85,LFB1E6072KJB06199
O,26783,22.39,1710.46,LFB1E607XKJB05771
O,26764,27.05,5429.91,LFB1E6077KJB06201
G,26741,56.77,4443.66,LFB1E6672KJB03309
O,26740,32.33,2351.14,LFB1E6675KJB06088
O,26737,26.48,4227.98,LFB1E6676KJB01742
O,26737,28.44,2595.36,LFB1E6678KJB10359
O,26721,24.26,1771.03,LFB1E6670KJB07701
O,26712,27.38,1980.22,LFB1E6070KJB03365
O,26711,27.1,1906.26,LFB1E6674KJB05806
O,26698,35.48,2486.62,LFB1E6677KJB06173
O,26695,29.1,2157.19,LFB1E6677KJB06660
O,26677,30.39,2197,LFB1E6077KJB08708
O,26670,33.97,8749.44,LFB1E6671KJB04841
O,26642,27.01,1932.86,LFB1E6077KJB07042
O,26635,31.97,2384.55,LFB1E607XKJB04152
G,26628,85.36,6692.75,LFB1E6679KJB04442
O,26628,22.52,3660.93,LFB1E6679KJB05218
O,26622,21.96,1531.91,LFB1E6674KJB05689
O,26622,32.46,2565.55,LFB1E6073KJB03554
G,26614,82.01,7033.94,LFB1E6671KJB06296
O,26600,38.64,2836.27,LFB1E6677KJB04536
O,26581,31.81,2334.45,LFB1E6675KJB09315
O,26575,33.73,7491.71,LFB1E6679KJB05610
O,26554,24.42,4186.4,LFB1E6075KJB06214
O,26545,29.01,2316.09,LFB1E6677KJB08053
O,26520,31.56,2224.88,LFB1E6670KJB02322
O,26510,28.42,2345.12,LFB1E6676KJB05015
O,26510,30.41,13299.23,LFB1E6670KJB03227
O,26484,28.13,2226.88,LFB1E6073KJB09760
O,26478,23.59,1738.94,LFB1E6072KJB04338
O,26472,25.76,1875.15,LFB1E6073KJB07278
O,26428,28.93,8156.32,LFB1E6072KJB05456
O,26423,29.08,2082.28,LFB1E6071KJB03973
O,26421,27.4,1948.96,LFB1E6671KJB03656
O,26369,38.08,2644.96,LFB1E6070KJB03673
G,26358,72.02,5317.45,LFB1E6070KJB06802
O,26357,21.27,1786.53,LFB1E6676KJB04415
O,26336,28.62,2055.26,LFB1E607XKJB07228
O,26332,34.75,2474.88,LFB1E6674KJB06955
G,26303,78.74,10361.67,LFB1E6675KJB06544
O,26303,33.19,2339.97,LFB1E6073KJB07636
O,26294,37.25,2588.28,LFB1E667XKJB05731
O,26272,26.79,1849.06,LFB1E6671KJB02619
O,26268,23.67,8811.93,LFB1E6677KJB06559
O,26263,29.18,2122.5,LFB1E6676KJB05306
O,26253,35.52,2700.02,LFB1E6078KJB05557
O,26244,28.99,2144.54,LFB1E6678KJB07333
O,26223,22.47,1602.57,LFB1E6072KJB06574
O,26209,28.81,2422.78,LFB1E607XKJB04779
O,26195,38.83,5465.6,LFB1E6074KJB06785
O,26187,32.36,2669.9,LFB1E6679KJB07051
O,26185,32.96,2352.8,LFB1E6071KJB05982
O,26166,35.37,2781.85,LFB1E6079KJB05020
O,26156,27.88,1911.5,LFB1E667XKJB02649
O,26143,23.76,1649.65,LFB1E6070KJB04404
O,26123,25.83,2412.82,LFB1E6070KJB04564
O,26104,35.62,9268.67,LFB1E6079KJB07494
O,26100,28.79,1982.65,LFB1E6673KJB04209
O,26087,29.58,6800.96,LFB1E607XKJB10453
O,26084,30.72,10654.69,LFB1E6678KJB05887
O,26082,26.05,3064.64,LFB1E6072KJB05053
O,26081,37.94,2982.86,LFB1E6077KJB05436
G,26076,50.65,3914.25,LFB1E6674KJB04011
O,26071,36.6,3583.6,LFB1E6078KJB02593
G,26070,69.49,7045.3,LFB1E6671KJB04841
O,26069,38.41,5355.66,LFB1E6073KJB04557
O,26058,25.63,2049.62,LFB1E6679KJB04862
O,26043,25.39,9261.98,LFB1E6670KJB06886
O,26041,27.01,2788.75,LFB1E6679KJB05722
O,26039,33.44,2332.74,LFB1E6070KJB06346
O,26029,31.25,2236.24,LFB1E6673KJB08793
O,26020,31.57,3761.83,LFB1E6674KJB04722
O,26019,41.21,2874.15,LFB1E6072KJB07403
G,26012,75.51,6055.3,LFB1E6673KJB04193
O,26010,27.93,2027.01,LFB1E6077KJB05503
O,26004,25.71,10100.68,LFB1E6674KJB05062
O,26001,24.67,7433.13,LFB1E6678KJB05419
O,25988,36.1,10188.35,LFB1E607XKJB07763
O,25988,32.25,8437.52,LFB1E6670KJB10517
O,25981,32.28,24921.57,LFB1E6672KJB04153
O,25975,42.8,6847.89,LFB1E6074KJB05054
O,25965,30.38,8222.7,LFB1E6678KJB03038
O,25953,29.96,18665.08,LFB1E6073KJB05143
G,25952,49.86,4597.57,LFB1E6079KJB03994
G,25951,62.97,4938.14,LFB1E667XKJB07608
O,25909,28.56,10964.59,LFB1E6071KJB03763
O,25905,32.76,2300.84,LFB1E6671KJB02989
O,25903,29.33,13362.11,LFB1E6078KJB02254
O,25903,34.65,2515.59,LFB1E6071KJB07067
O,25891,39,3020.84,LFB1E6677KJB09249
G,25887,90.28,8282.07,LFB1E6075KJB07248
O,25884,28.18,2846.49,LFB1E6674KJB05532
O,25842,25.64,2041.81,LFB1E6079KJB03350
O,25822,32.69,2883.03,LFB1E6673KJB06168
O,25816,25.44,2026.11,LFB1E6676KJB09985
O,25775,26.65,2985.13,LFB1E6678KJB05968
O,25765,25.21,12285.3,LFB1E6674KJB06969
O,25763,33.84,2317.84,LFB1E6072KJB07160
O,25758,34.15,3112.75,LFB1E6071KJB05500
O,25757,34.18,2574.98,LFB1E6677KJB07923
O,25748,26.49,1826.64,LFB1E6073KJB08009
O,25743,32.61,2334.02,LFB1E6678KJB05534
O,25743,19.33,1471.62,LFB1E6070KJB04712
O,25736,35.71,2656.43,LFB1E6674KJB06812
G,25727,83.71,9299.26,LFB1E6071KJB13788
O,25723,32.64,2227.2,LFB1E6672KJB01835
O,25721,31.18,2772.52,LFB1E6671KJB05570
O,25720,26.46,2139.09,LFB1E6071KJB07828
G,25720,81.39,5849.23,LFB1E6076KJB05993
O,25709,31.93,2326.33,LFB1E6076KJB10000
O,25694,27.39,4408.93,LFB1E6678KJB08191
S,25661,55.44,3906.64,LFB1E6672KJB07280
G,25658,72.79,5162.6,LFB1E6670KJB04216
O,25658,32.48,2317.66,LFB1E6078KJB09088
O,25654,26.91,1882.83,LFB1E6679KJB03825
O,25640,26.86,2450.46,LFB1E6079KJB04742
O,25616,36.11,3525.34,LFB1E6671KJB05813
O,25614,28.05,7157.86,LFB1E6675KJB08603
O,25607,35.91,5012.76,LFB1E6678KJB03055
O,25598,26.48,5030.56,LFB1E6679KJB06949
O,25595,23.92,2025.5,LFB1E6677KJB03497
O,25592,25.8,5805.56,LFB1E6677KJB04438
O,25561,29.28,2096.04,LFB1E6678KJB07168
G,25540,46.24,3250.74,LFB1E6079KJB04742
O,25529,31.81,2171.97,LFB1E607XKJB06984
O,25522,23.64,1830.27,LFB1E6078KJB05185
O,25522,35.15,2398.79,LFB1E6679KJB04828
O,25510,29.49,3721.96,LFB1E6077KJB05162
O,25504,36.66,14748.11,LFB1E6079KJB05549
O,25500,26.54,1731.27,LFB1E6675KJB04695
O,25499,32.68,2691.85,LFB1E6075KJB04494
O,25477,20.69,2184.88,LFB1E6072KJB04324
O,25460,26.05,3630.05,LFB1E667XKJB04367
O,25456,33.41,3938.13,LFB1E6079KJB04031
S,25454,60.09,4215.35,LFB1E6672KJB03505
S,25447,84.23,7018.09,LFB1E6078KJB04280
O,25445,32.9,2637.53,LFB1E6679KJB06806
O,25433,39.86,3734.25,LFB1E6078KJB06126
G,25425,80.02,7398.07,LFB1E667XKJB05423
O,25422,34.79,2854.1,LFB1E6670KJB05429
O,25405,34.04,30911.97,LFB1E6679KJB06515
O,25398,33.41,4248.86,LFB1E6077KJB05064
O,25395,31.45,6608.56,LFB1E667XKJB06491
O,25352,26.17,3265.59,LFB1E6070KJB06248
O,25343,31.25,27157.88,LFB1E6677KJB06089
O,25318,23.15,1940.1,LFB1E6675KJB05037
O,25308,23.32,2489.56,LFB1E6079KJB08421
O,25299,28.98,1909.2,LFB1E6671KJB04807
O,25279,33.51,2320.08,LFB1E6673KJB08678
O,25279,29.36,2164.72,LFB1E6077KJB04903
O,25272,27.22,3374.36,LFB1E667XKJB07608
O,25272,23.11,1667.38,LFB1E6078KJB05896
O,25244,27.13,1960.42,LFB1E6677KJB03953
O,25239,36.22,2416.89,LFB1E6677KJB05833
O,25231,32.18,2696.89,LFB1E6074KJB09184
G,25227,58.1,5294.83,LFB1E6676KJB06942
O,25218,28.34,12640.97,LFB1E6073KJB06065
O,25210,23.61,2230.21,LFB1E6673KJB07840
G,25202,75.41,12436.42,LFB1E6073KJB03182
O,25201,36.42,2994.74,LFB1E667XKJB03140
O,25186,29.13,2402.67,LFB1E6674KJB06924
O,25184,25,3775.78,LFB1E6673KJB07062
O,25179,35.77,6509.05,LFB1E6673KJB03657
O,25177,24.97,1691.86,LFB1E6078KJB05462
O,25176,37.58,2847.04,LFB1E6076KJB06836
O,25176,58.53,3838.46,LFB1E6672KJB04279
O,25169,25.26,2947.21,LFB1E6072KJB07448
O,25157,26.99,8471.05,LFB1E6671KJB03737
G,25149,59.46,4383.77,LFB1E6075KJB04365
O,25140,32.19,2309.23,LFB1E6675KJB02879
O,25139,33.68,6216.37,LFB1E6670KJB06290
O,25136,31.33,9511.13,LFB1E6078KJB02819
O,25135,32.64,2577.38,LFB1E6674KJB06616
O,25126,35.72,2444.51,LFB1E6675KJB05152
O,25110,26.28,3426.92,LFB1E6670KJB06791
G,25106,81.5,5736.91,LFB1E6672KJB09711
O,25090,33.66,2610.66,LFB1E6670KJB03213
G,25081,51.16,4626.5,LFB1E6074KJB04339
O,25065,26.46,13208.79,LFB1E607XKJB03177
O,25064,22.08,1458.21,LFB1E6076KJB07596
O,25054,43.86,3084.09,LFB1E6076KJB08733
G,25039,57.42,8992.7,LFB1E6075KJB06830
O,25024,31.66,3976.15,LFB1E6071KJB04816
O,25017,38.15,4306.65,LFB1E667XKJB05986
O,25005,29.39,1905.12,LFB1E6070KJB06170
O,25004,22.91,13549.45,LFB1E6070KJB05262
O,24992,21.18,10696.4,LFB1E6670KJB04846
O,24988,24.2,1663.41,LFB1E6670KJB03843
O,24976,40.97,3996.36,LFB1E6074KJB00520
O,24961,22.24,1916.84,LFB1E6672KJB04217
O,24961,37.36,2606.86,LFB1E6071KJB04735
O,24949,33.98,2720.36,LFB1E6078KJB07468
O,24936,32.29,2757.94,LFB1E6678KJB06635
O,24920,34.34,3783.3,LFB1E6677KJB02981
